student_id,name,age,gender,score,phone,city,email,date_of_join,course,attendance,status,gpa,remarks,money_spent,event_time,address_raw,profile_json,email_valid,email_status,phone_digits,phone_formatted,phone_operator,hobbies,skills_tech_python,skills_tech_excel,skills_tech_sql,skills_soft_count,skills_soft_list,family_siblings,family_income_father,family_income_mother,family_income_total,devices_count,has_laptop,has_phone,latest_device_year,devices_types_str,devices_brands_str,addr_raw,addr_postal,addr_city,addr_district
281,,18,FEMALE,94.0,,Brittneyburgh,dgreen@henry-marshall.com,2023-03-23 18:03:51,data_sciense,72,pending,1.52,excellent,69.0,1992-08-16 19:39:00,"BROKEN,ADDRESS,DATA,,,",INVALID_JSON_DATA,True,valid,,,,,,,,,,,,,,0,False,False,0,,,"BROKEN,ADDRESS,DATA,,,",Unknown,Unknown,Unknown
282,,20,FEMALE,,,Marciastad,though,2023-05-11 19:10:41,d.s.,110,active,,excellent,148.0,2014-09-06 00:00:00,"BROKEN,ADDRESS,DATA,,,","{hobbies:['none', 'third']}",False,invalid_format,,,,,,,,,,,,,,0,False,False,0,,,"BROKEN,ADDRESS,DATA,,,",Unknown,Unknown,Unknown
283,William Torres,21,female,,5622705245,Suzanneland,khantricia@swanson.com,1977-12-04 00:00:00,DATA SCIENCE,110,pending,-2.0,,53.0,1993-12-20 16:18:00,"978 Allison Loop Apt. 882, Whitemouth","{'hobbies': ['specific', 'me'], 'skills': {'tech': {'python': 3, 'excel': 2, 'sql': 4}, 'soft': ['hand', 'room']}, 'family': {'siblings': 5, 'income': {'father': 709, 'mother': 1412}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2023}, {'type': 'phone', 'brand': 'Apple', 'year': 2019}]}",True,valid,5622705245,+998 62 270 52 45,Unknown,"specific, me",3.0,2.0,4.0,2.0,"hand, room",5.0,709.0,1412.0,2121.0,2,True,True,2023,"laptop, phone","HP, Apple","978 Allison Loop Apt. 882, Whitemouth",Unknown,Unknown,Unknown
284,Vicki Morales,21,femlae,,,North Jacqueline,harveydaniel@grimes.com,2014-08-11 06:04:00,Data Science,,inactive,,excellent,216.0,2007-05-22 00:00:00,"BROKEN,ADDRESS,DATA,,,",INVALID_JSON_DATA,True,valid,,,,,,,,,,,,,,0,False,False,0,,,"BROKEN,ADDRESS,DATA,,,",Unknown,Unknown,Unknown
285,Laura Bates,21,female,86.0,,Michaelfurt,someonegmail.com,2023-10-17 18:20:34,data_sciense,,active,15.5,good,85.0,1986-05-17 19:24:00,"South David 8-kv, dom 24, Tashkent",INVALID_JSON_DATA,False,invalid_format,,,,,,,,,,,,,,0,False,False,0,,,"South David 8-kv, dom 24, Tashkent",Unknown,Tashkent,Unknown
286,Vincent Huffman,20,female,83.0,+1-323-312-8254x642,Lake Robin,?ali@@gmail..com,1972-06-07 00:00:00,Data Science,110,active,2.15,excellent,21800.0,1992-12-30 00:00:00,UZ 100578 Tashkent New Davidmouth,INVALID_JSON_DATA,False,invalid_format,13233128254642,+998 12 825 46 42,Unknown,,,,,,,,,,,0,False,False,0,,,UZ 100578 Tashkent New Davidmouth,100578,Tashkent,Unknown
287,Jeffrey Lowe,19,fmale,90.0,+1-619-096-5066,North Erikbury,qparker@hotmail.com,1983-12-25 05:25:00,data science,,inactive,3.91,,212.0,1970-06-14 00:00:00,"Curryhaven 5-kv, dom 5, Tashkent","{""hobbies"": [""candidate"", ""rate""], ""skills"": {""tech"": {""python"": 5, ""excel"": 4, ""sql"": 1}, ""soft"": [""information"", ""available""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 567, ""mother"": 233}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2020}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2021}]}",True,valid,16190965066,+998 19 096 50 66,Unknown,"candidate, rate",5.0,4.0,1.0,2.0,"information, available",3.0,567.0,233.0,800.0,2,True,True,2021,"laptop, phone","Dell, Apple","Curryhaven 5-kv, dom 5, Tashkent",Unknown,Tashkent,Unknown
288,Hannah Roberts,,MALE,,+1-990-984-2557,West Virginia,wrightalexis@lopez.biz,1970-02-27 00:00:00,PYTHNO,110,pending,-2.0,excellent,5800.0,2020-11-12 04:44:50,"86909 Nguyen Views, Hernandezchester",INVALID_JSON_DATA,True,valid,19909842557,+998 90 984 25 57,Beeline,,,,,,,,,,,0,False,False,0,,,"86909 Nguyen Views, Hernandezchester",86909,Unknown,Unknown
289,Joshua Guerrero,19,,,797.279.5514x42089,Watersberg,someonegmail.com,2007-03-04 00:00:00,Data Science,110,inactive,,excellent,261.0,2020-10-16 10:39:21,UZ 100382 Tashkent Morenoview,INVALID_JSON_DATA,False,invalid_format,797279551442089,+998 55 144 20 89,Unknown,,,,,,,,,,,0,False,False,0,,,UZ 100382 Tashkent Morenoview,100382,Tashkent,Unknown
290,,18,femlae,,,West Richardbury,,1972-02-16 11:00:00,ds,115,pending,0.0,good,283.0,2022-07-30 14:22:02,"96315 Annette Rest, Port Charlesport","{'hobbies': ['nation', 'right'], 'skills': {'tech': {'python': 4, 'excel': 5, 'sql': 2}, 'soft': ['artist', 'process']}, 'family': {'siblings': 3, 'income': {'father': 1367, 'mother': 1013}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2022}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]}",False,missing,,,,"nation, right",4.0,5.0,2.0,2.0,"artist, process",3.0,1367.0,1013.0,2380.0,2,True,True,2022,"laptop, phone","Dell, Samsung","96315 Annette Rest, Port Charlesport",96315,Unknown,Unknown
291,Dennis Bishop,20,femlae,,001-054-548-1713x1279,South Sandra,someonegmail.com,2022-11-14 16:48:13,Data Science,110,active,0.0,,237.0,2006-01-26 00:00:00,"Apartment 35, Huffburgh district, Tashkent, UZ, 100573","{'hobbies': ['various', 'value'], 'skills': {'tech': {'python': 3, 'excel': 1, 'sql': 3}, 'soft': ['myself', 'seven']}, 'family': {'siblings': 5, 'income': {'father': 906, 'mother': 1438}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2022}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2020}]}",False,invalid_format,00105454817131279,+998 81 713 12 79,Unknown,"various, value",3.0,1.0,3.0,2.0,"myself, seven",5.0,906.0,1438.0,2344.0,2,True,True,2022,"laptop, phone","HP, Xiaomi","Apartment 35, Huffburgh district, Tashkent, UZ, 100573",100573,Tashkent,Huffburgh
292,Lynn Gordon,21,fmale,,(157)468-6959x9046,Johnsonchester,henry44@craig.com,1974-10-28 00:11:00,Pyhton,110,inactive,0.0,excellent,10500.0,2022-11-23 00:00:00,"Port Karenborough 15-kv, dom 2, Tashkent","{hobbies:['the', 'production']}",True,valid,15746869599046,+998 86 959 90 46,Unknown,,,,,,,,,,,0,False,False,0,,,"Port Karenborough 15-kv, dom 2, Tashkent",Unknown,Tashkent,Unknown
293,,,male,59.0,001-521-756-7290,North Vanessaberg,,2020-06-02 06:08:23,data science,,inactive,15.5,average,114.0,2009-08-04 00:00:00,"West Josephville 28-kv, dom 45, Tashkent","{'hobbies': ['floor', 'notice'], 'skills': {'tech': {'python': 2, 'excel': 3, 'sql': 5}, 'soft': ['sign', 'throughout']}, 'family': {'siblings': 2, 'income': {'father': 486, 'mother': 1054}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2017}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2018}]}",False,missing,0015217567290,+998 21 756 72 90,Unknown,"floor, notice",2.0,3.0,5.0,2.0,"sign, throughout",2.0,486.0,1054.0,1540.0,2,True,True,2018,"laptop, phone","Lenovo, Xiaomi","West Josephville 28-kv, dom 45, Tashkent",Unknown,Tashkent,Unknown
294,Wendy Dunn,,FEMALE,,,Stewarttown,rubencunningham@@hotmail.com,1986-05-29 00:00:00,ds,,active,,good,17600.0,2022-09-16 05:31:23,UZ 100431 Tashkent Garciafort,"{""hobbies"": [""make"", ""area""], ""skills"": {""tech"": {""python"": 1, ""excel"": 3, ""sql"": 5}, ""soft"": [""produce"", ""page""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 1047, ""mother"": 811}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2021}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2020}]}",False,invalid_format,,,,"make, area",1.0,3.0,5.0,2.0,"produce, page",3.0,1047.0,811.0,1858.0,2,True,True,2021,"laptop, phone","Dell, Apple",UZ 100431 Tashkent Garciafort,100431,Tashkent,Unknown
295,Elizabeth Nelson,,female,84.0,,West Kenneth,,1986-11-02 00:00:00,Pyhton,110,inactive,0.0,excellent,151.0,2010-07-21 00:00:00,"Apartment 31, Lake Karen district, Tashkent, UZ, 100697",INVALID_JSON_DATA,False,missing,,,,,,,,,,,,,,0,False,False,0,,,"Apartment 31, Lake Karen district, Tashkent, UZ, 100697",100697,Tashkent,Karen
296,,19,fmale,,(942)993-4964x8673,East Robinstad,,2020-11-24 23:10:21,python,,pending,,,284.0,1980-03-07 15:28:05,"36436 Gamble Freeway Suite 098, Jeanstad","{""hobbies"": [""anything"", ""long""], ""skills"": {""tech"": {""python"": 5, ""excel"": 1, ""sql"": 3}, ""soft"": [""field"", ""fast""]}, ""family"": {""siblings"": 2, ""income"": {""father"": 1303, ""mother"": 1219}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2021}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2024}]}",False,missing,94299349648673,+998 34 964 86 73,Unknown,"anything, long",5.0,1.0,3.0,2.0,"field, fast",2.0,1303.0,1219.0,2522.0,2,True,True,2024,"laptop, phone","Lenovo, Apple","36436 Gamble Freeway Suite 098, Jeanstad",36436,Unknown,Unknown
297,Tiffany Reyes,18,MALE,91.0,899-991-8816,South Pamela,sanchezkevin@yahoo.com,1975-09-06 21:44:00,PYTHNO,110,inactive,37.0,good,111.0,1970-12-04 00:00:00,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['half', 'wind'], 'skills': {'tech': {'python': 5, 'excel': 1, 'sql': 3}, 'soft': ['create', 'word']}, 'family': {'siblings': 3, 'income': {'father': 524, 'mother': 1494}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2023}, {'type': 'phone', 'brand': 'Apple', 'year': 2019}]}",True,valid,8999918816,+998 99 991 88 16,Uzbektelecom,"half, wind",5.0,1.0,3.0,2.0,"create, word",3.0,524.0,1494.0,2018.0,2,True,True,2023,"laptop, phone","Dell, Apple","BROKEN,ADDRESS,DATA,,,",Unknown,Unknown,Unknown
298,,18,MALE,78.0,,Port Hayleyport,,2019-06-20 00:00:00,Data Science,76,active,,good,219.0,2022-04-19 00:00:00,"5327 Anthony Rest, Russellfort","{hobbies:['into', 'office']}",False,missing,,,,,,,,,,,,,,0,False,False,0,,,"5327 Anthony Rest, Russellfort",Unknown,Unknown,Unknown
299,Vincent Collins,18,Male,,143-955-0610x77941,West Jamie,melissa37@@burnett.com,1999-03-25 00:00:00,PYTHNO,,pending,-2.0,average,20600.0,2023-03-16 09:08:26,"780 William Summit Apt. 320, Shawnstad","{'hobbies': ['million', 'over'], 'skills': {'tech': {'python': 2, 'excel': 1, 'sql': 1}, 'soft': ['stop', 'enough']}, 'family': {'siblings': 5, 'income': {'father': 1419, 'mother': 1065}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2023}, {'type': 'phone', 'brand': 'Samsung', 'year': 2024}]}",False,invalid_format,143955061077941,+998 06 107 79 41,Unknown,"million, over",2.0,1.0,1.0,2.0,"stop, enough",5.0,1419.0,1065.0,2484.0,2,True,True,2024,"laptop, phone","Dell, Samsung","780 William Summit Apt. 320, Shawnstad",Unknown,Unknown,Unknown
300,Jared Mckinney,18,,,001-513-637-7267x454,Jacksonbury,elizabeth02@hotmail.com,1973-09-09 00:00:00,Data Science,102,inactive,15.5,,258.0,2021-02-09 00:00:00,"Apartment 19, North Teresaberg district, Tashkent, UZ, 100009","{""hobbies"": [""finish"", ""age""], ""skills"": {""tech"": {""python"": 3, ""excel"": 1, ""sql"": 4}, ""soft"": [""win"", ""fall""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 1342, ""mother"": 1266}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2017}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2021}]}",True,valid,0015136377267454,+998 37 726 74 54,Unknown,"finish, age",3.0,1.0,4.0,2.0,"win, fall",4.0,1342.0,1266.0,2608.0,2,True,True,2021,"laptop, phone","HP, Samsung","Apartment 19, North Teresaberg district, Tashkent, UZ, 100009",100009,Tashkent,Teresaberg
301,Andrew Andrews,18,MALE,74.0,,Aprilberg,gcastillo@bishop.info,1995-05-03 21:16:50,PYTHNO,110,pending,-2.0,,244.0,1981-04-20 15:02:00,"410 Baker Cliffs, South Ian","{'hobbies': ['remain', 'management'], 'skills': {'tech': {'python': 2, 'excel': 3, 'sql': 3}, 'soft': ['analysis', 'respond']}, 'family': {'siblings': 0, 'income': {'father': 642, 'mother': 773}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2024}, {'type': 'phone', 'brand': 'Samsung', 'year': 2018}]}",True,valid,,,,"remain, management",2.0,3.0,3.0,2.0,"analysis, respond",0.0,642.0,773.0,1415.0,2,True,True,2024,"laptop, phone","Lenovo, Samsung","410 Baker Cliffs, South Ian",Unknown,Unknown,Unknown
302,Leah Taylor,18,,94.0,,Richardmouth,,1986-09-17 03:10:31,PYTHNO,101,active,,excellent,121.0,2009-04-05 17:03:17,"Apartment 50, Johnsonfurt district, Tashkent, UZ, 100029","{hobbies:['eat', 'smile']}",False,missing,,,,,,,,,,,,,,0,False,False,0,,,"Apartment 50, Johnsonfurt district, Tashkent, UZ, 100029",100029,Tashkent,Johnsonfurt
303,Lawrence Smith,,femlae,,004.288.8164x219,South Erinville,someonegmail.com,2007-07-07 00:00:00,PYTHNO,,active,0.0,good,9400.0,1974-04-22 00:00:00,"663 Cook Lodge Apt. 565, Yustad","{'hobbies': ['part', 'according'], 'skills': {'tech': {'python': 4, 'excel': 4, 'sql': 3}, 'soft': ['continue', 'modern']}, 'family': {'siblings': 3, 'income': {'father': 1134, 'mother': 809}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2018}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2020}]}",False,invalid_format,0042888164219,+998 88 816 42 19,Unknown,"part, according",4.0,4.0,3.0,2.0,"continue, modern",3.0,1134.0,809.0,1943.0,2,True,True,2020,"laptop, phone","HP, Xiaomi","663 Cook Lodge Apt. 565, Yustad",Unknown,Unknown,Unknown
304,John Collier,18,,,457.743.1966,Mathewsland,?ali@@gmail..com,2019-07-01 14:27:24,python,98,pending,-2.0,excellent,223.0,2015-06-08 17:05:00,UZ 100024 Tashkent West Jessicafurt,"{'hobbies': ['lose', 'reach'], 'skills': {'tech': {'python': 4, 'excel': 4, 'sql': 4}, 'soft': ['table', 'someone']}, 'family': {'siblings': 1, 'income': {'father': 856, 'mother': 1449}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2017}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2019}]}",False,invalid_format,4577431966,+998 57 743 19 66,Unknown,"lose, reach",4.0,4.0,4.0,2.0,"table, someone",1.0,856.0,1449.0,2305.0,2,True,True,2019,"laptop, phone","Dell, Xiaomi",UZ 100024 Tashkent West Jessicafurt,100024,Tashkent,Unknown
305,Kenneth Mcdonald,18,male,,(152)786-4631x53723,Aliciaton,mind,1983-01-27 00:00:00,data-sciens,,pending,-2.0,excellent,146.0,2003-03-06 00:00:00,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['modern', 'exactly'], 'skills': {'tech': {'python': 4, 'excel': 5, 'sql': 3}, 'soft': ['put', 'central']}, 'family': {'siblings': 0, 'income': {'father': 1331, 'mother': 223}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2020}, {'type': 'phone', 'brand': 'Samsung', 'year': 2024}]}",False,invalid_format,152786463153723,+998 46 315 37 23,Unknown,"modern, exactly",4.0,5.0,3.0,2.0,"put, central",0.0,1331.0,223.0,1554.0,2,True,True,2024,"laptop, phone","HP, Samsung","BROKEN,ADDRESS,DATA,,,",Unknown,Unknown,Unknown
306,Kayla Martinez,18,FEMALE,,,Nelsonshire,singhmicheal@gmail.com,2023-09-16 06:01:07,ds,105,active,0.0,,24300.0,1997-11-20 20:49:58,"Christopherhaven 7-kv, dom 45, Tashkent","{'hobbies': ['cost', 'computer'], 'skills': {'tech': {'python': 5, 'excel': 2, 'sql': 5}, 'soft': ['safe', 'manager']}, 'family': {'siblings': 5, 'income': {'father': 363, 'mother': 462}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2015}, {'type': 'phone', 'brand': 'Samsung', 'year': 2019}]}",True,valid,,,,"cost, computer",5.0,2.0,5.0,2.0,"safe, manager",5.0,363.0,462.0,825.0,2,True,True,2019,"laptop, phone","Lenovo, Samsung","Christopherhaven 7-kv, dom 45, Tashkent",Unknown,Tashkent,Unknown
307,Ruth Edwards,21,Male,65.0,001-739-105-6737x8553,Johnmouth,brother,2003-04-17 14:53:03,d.s.,,pending,4.47,excellent,13300.0,1980-08-28 01:19:06,"Apartment 44, Jonesmouth district, Tashkent, UZ, 100100",INVALID_JSON_DATA,False,invalid_format,00173910567378553,+998 56 737 85 53,Unknown,,,,,,,,,,,0,False,False,0,,,"Apartment 44, Jonesmouth district, Tashkent, UZ, 100100",100100,Tashkent,Jonesmouth
308,Kyle Brown,,fmale,,+1-723-892-5634x4761,West Jennifer,health,2021-07-08 05:29:06,Pyhton,116,pending,-2.0,excellent,56.0,1985-05-22 00:00:00,"1120 Brittany Cliffs Suite 826, New Jordan","{'hobbies': ['conference', 'citizen'], 'skills': {'tech': {'python': 3, 'excel': 5, 'sql': 1}, 'soft': ['outside', 'ball']}, 'family': {'siblings': 5, 'income': {'father': 951, 'mother': 988}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2023}, {'type': 'phone', 'brand': 'Apple', 'year': 2021}]}",False,invalid_format,172389256344761,+998 25 634 47 61,Unknown,"conference, citizen",3.0,5.0,1.0,2.0,"outside, ball",5.0,951.0,988.0,1939.0,2,True,True,2023,"laptop, phone","Dell, Apple","1120 Brittany Cliffs Suite 826, New Jordan",Unknown,Unknown,Unknown
309,,18,femlae,68.0,792.197.1892x368,Lake Andreaburgh,?ali@@gmail..com,2005-11-26 00:49:43,DATA SCIENCE,71,inactive,-2.0,good,131.0,1976-06-21 23:43:21,"10040 West Lakes Suite 279, East Samanthaland","{hobbies:['serve', 'knowledge']}",False,invalid_format,7921971892368,+998 97 189 23 68,Uzmobile,,,,,,,,,,,0,False,False,0,,,"10040 West Lakes Suite 279, East Samanthaland",10040,Unknown,Unknown
310,Rachel Parker,21,Male,65.0,,Jordanberg,,1974-01-07 00:00:00,python,110,inactive,,,149.0,2015-02-09 14:36:27,UZ 100076 Tashkent Port Lauren,"{'hobbies': ['suddenly', 'culture'], 'skills': {'tech': {'python': 1, 'excel': 3, 'sql': 5}, 'soft': ['head', 'old']}, 'family': {'siblings': 3, 'income': {'father': 526, 'mother': 1121}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2020}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2021}]}",False,missing,,,,"suddenly, culture",1.0,3.0,5.0,2.0,"head, old",3.0,526.0,1121.0,1647.0,2,True,True,2021,"laptop, phone","Dell, Xiaomi",UZ 100076 Tashkent Port Lauren,100076,Tashkent,Unknown
311,Katherine Clark,20,fmale,97.0,,East Gabriellamouth,someonegmail.com,2025-04-24 20:11:00,data_sciense,110,active,,good,19700.0,1999-06-26 03:58:13,"Michaelburgh 6-kv, dom 30, Tashkent",INVALID_JSON_DATA,False,invalid_format,,,,,,,,,,,,,,0,False,False,0,,,"Michaelburgh 6-kv, dom 30, Tashkent",Unknown,Tashkent,Unknown
312,,18,MALE,,(207)457-8185x22467,Lake Jasmine,?ali@@gmail..com,2001-06-10 19:42:00,data-sciens,110,active,4.29,excellent,298.0,1997-01-05 00:00:00,"Sharonland 2-kv, dom 45, Tashkent","{'hobbies': ['far', 'officer'], 'skills': {'tech': {'python': 2, 'excel': 1, 'sql': 3}, 'soft': ['sure', 'son']}, 'family': {'siblings': 3, 'income': {'father': 1378, 'mother': 513}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2022}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2020}]}",False,invalid_format,207457818522467,+998 81 852 24 67,Unknown,"far, officer",2.0,1.0,3.0,2.0,"sure, son",3.0,1378.0,513.0,1891.0,2,True,True,2022,"laptop, phone","Dell, Xiaomi","Sharonland 2-kv, dom 45, Tashkent",Unknown,Tashkent,Unknown
313,Willie Hoover,20,female,,001-903-025-6001x9218,Fullermouth,holmessteven@hotmail.com,2009-12-25 00:00:00,Pyhton,,inactive,-2.0,average,248.0,1980-05-04 00:00:00,"Murraymouth 19-kv, dom 29, Tashkent","{'hobbies': ['pass', 'staff'], 'skills': {'tech': {'python': 4, 'excel': 2, 'sql': 1}, 'soft': ['specific', 'reduce']}, 'family': {'siblings': 3, 'income': {'father': 508, 'mother': 1273}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2015}, {'type': 'phone', 'brand': 'Apple', 'year': 2023}]}",True,valid,00190302560019218,+998 56 001 92 18,Unknown,"pass, staff",4.0,2.0,1.0,2.0,"specific, reduce",3.0,508.0,1273.0,1781.0,2,True,True,2023,"laptop, phone","Lenovo, Apple","Murraymouth 19-kv, dom 29, Tashkent",Unknown,Tashkent,Unknown
314,Jennifer Johnson,18,FEMALE,,+1-149-210-2553,Turnerberg,?ali@@gmail..com,2002-02-04 04:27:49,PYTHNO,66,pending,37.0,excellent,154.0,2024-06-23 00:00:00,"Apartment 15, Pittmanchester district, Tashkent, UZ, 100280",INVALID_JSON_DATA,False,invalid_format,11492102553,+998 49 210 25 53,Unknown,,,,,,,,,,,0,False,False,0,,,"Apartment 15, Pittmanchester district, Tashkent, UZ, 100280",100280,Tashkent,Pittmanchester
315,Joanne Lopez,,MALE,,979-439-5549x610,Adrianabury,,2024-04-05 00:00:00,python,110,inactive,15.5,average,98.0,1973-10-08 00:00:00,"02174 Jennifer Greens Apt. 839, Morenomouth","{hobbies:['response', 'note']}",False,missing,9794395549610,+998 39 554 96 10,Unknown,,,,,,,,,,,0,False,False,0,,,"02174 Jennifer Greens Apt. 839, Morenomouth",02174,Unknown,Unknown
316,Michele Hogan,20,Male,,+1-807-995-5165x799,Burgessside,ssmith@hotmail.com,1980-05-22 02:05:36,Data Science,110,active,15.5,average,128.0,1982-12-24 00:00:00,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['operation', 'toward'], 'skills': {'tech': {'python': 1, 'excel': 2, 'sql': 4}, 'soft': ['performance', 'building']}, 'family': {'siblings': 3, 'income': {'father': 869, 'mother': 375}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2023}, {'type': 'phone', 'brand': 'Apple', 'year': 2023}]}",True,valid,18079955165799,+998 95 516 57 99,Uzmobile,"operation, toward",1.0,2.0,4.0,2.0,"performance, building",3.0,869.0,375.0,1244.0,2,True,True,2023,"laptop, phone","Dell, Apple","BROKEN,ADDRESS,DATA,,,",Unknown,Unknown,Unknown
317,Mackenzie Haas,19,Female,64.0,,New Bruce,,1976-09-05 17:43:53,ds,110,pending,-2.0,,128.0,1988-02-06 00:00:00,"New Charles 14-kv, dom 1, Tashkent","{'hobbies': ['capital', 'produce'], 'skills': {'tech': {'python': 3, 'excel': 5, 'sql': 3}, 'soft': ['over', 'condition']}, 'family': {'siblings': 3, 'income': {'father': 1137, 'mother': 881}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2019}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]}",False,missing,,,,"capital, produce",3.0,5.0,3.0,2.0,"over, condition",3.0,1137.0,881.0,2018.0,2,True,True,2022,"laptop, phone","Dell, Samsung","New Charles 14-kv, dom 1, Tashkent",Unknown,Tashkent,Unknown
318,Sarah Perez MD,19,male,75.0,,East Erik,ericphillips@@ramirez.com,2023-02-07 23:33:04,data_sciense,,pending,0.0,good,216.0,2021-07-16 13:41:46,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['stand', 'father'], 'skills': {'tech': {'python': 4, 'excel': 4, 'sql': 1}, 'soft': ['meeting', 'parent']}, 'family': {'siblings': 5, 'income': {'father': 824, 'mother': 1340}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2017}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2024}]}",False,invalid_format,,,,"stand, father",4.0,4.0,1.0,2.0,"meeting, parent",5.0,824.0,1340.0,2164.0,2,True,True,2024,"laptop, phone","Dell, Xiaomi","BROKEN,ADDRESS,DATA,,,",Unknown,Unknown,Unknown
319,Carolyn Moreno,22,Male,82.0,,West Randy,williamslarry@hotmail.com,1986-08-30 00:00:00,python,110,pending,15.5,excellent,23000.0,2022-10-29 02:24:24,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['responsibility', 'read'], 'skills': {'tech': {'python': 3, 'excel': 3, 'sql': 1}, 'soft': ['civil', 'shoulder']}, 'family': {'siblings': 1, 'income': {'father': 319, 'mother': 400}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2023}, {'type': 'phone', 'brand': 'Apple', 'year': 2021}]}",True,valid,,,,"responsibility, read",3.0,3.0,1.0,2.0,"civil, shoulder",1.0,319.0,400.0,719.0,2,True,True,2023,"laptop, phone","HP, Apple","BROKEN,ADDRESS,DATA,,,",Unknown,Unknown,Unknown
320,Joshua Ross,20,,67.0,001-676-885-1567x322,Stanleymouth,?ali@@gmail..com,2023-08-04 00:00:00,PYTHNO,97,pending,,average,175.0,2012-12-04 00:00:00,"6771 Miller Crescent, Port Sarah","{""hobbies"": [""great"", ""necessary""], ""skills"": {""tech"": {""python"": 3, ""excel"": 4, ""sql"": 3}, ""soft"": [""sometimes"", ""president""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 635, ""mother"": 304}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2017}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2024}]}",False,invalid_format,0016768851567322,+998 85 156 73 22,Unknown,"great, necessary",3.0,4.0,3.0,2.0,"sometimes, president",0.0,635.0,304.0,939.0,2,True,True,2024,"laptop, phone","HP, Apple","6771 Miller Crescent, Port Sarah",Unknown,Unknown,Unknown
321,Shawn Collins,22,Female,,,Brittanyburgh,someonegmail.com,1985-01-05 00:00:00,ds,,pending,37.0,excellent,19300.0,2020-09-15 15:09:36,"Apartment 25, New Dawnburgh district, Tashkent, UZ, 100666","{'hobbies': ['evening', 'animal'], 'skills': {'tech': {'python': 3, 'excel': 1, 'sql': 1}, 'soft': ['page', 'woman']}, 'family': {'siblings': 3, 'income': {'father': 1288, 'mother': 465}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2017}, {'type': 'phone', 'brand': 'Apple', 'year': 2023}]}",False,invalid_format,,,,"evening, animal",3.0,1.0,1.0,2.0,"page, woman",3.0,1288.0,465.0,1753.0,2,True,True,2023,"laptop, phone","HP, Apple","Apartment 25, New Dawnburgh district, Tashkent, UZ, 100666",100666,Tashkent,Dawnburgh
